id;Fecha;Mes;Codigo;Lugar;Categoria;Marca;Nombre;Und;Cant;Precio;Total
339;2020/03/12;3-2020;128971;COTO;Salsa;DP Fanacoa;Salsa Ketchup;PAQ (250 Gr);1,00;46,00;46,00
340;2020/03/12;3-2020;260360;COTO;Bebida;TANG;Jugo Tang Anana;SOB (18 Gr);2,00;15,69;31,38
341;2020/03/12;3-2020;69556;COTO;Hongos;N/A;Hongos Portobel;KG;0,12;554,90;64,37
342;2020/03/12;3-2020;672;COTO;Vegetales;N/A;Pimenton Verde;KG;0,19;142,90;27,72
343;2020/03/12;3-2020;129758;COTO;Salsa;Del Lago;Pure Tomate;PAQ (520 Gr);1,00;40,00;40,00
344;2020/03/12;3-2020;81458;COTO;Bebida;COTO;COTO Cola;2,25 LT;1,00;51,99;51,99
345;2020/03/23;3-2020;;FIAMBRRERIA (Av JUJUY);Jamon;N/A;Natural Oferta;KG;0,27;300,00;81,00
346;2020/03/23;3-2020;;FIAMBRRERIA (Av JUJUY);Queso;N/A;Queso Sardo Fresco;KG;1,15;470,00;538,15
347;2020/03/18;3-2020;269679;COTO;bebida;Ancor;Jugo en Polvo Anana;SOB (20 Gr);2,00;12,59;25,18
348;2020/03/18;3-2020;268187;COTO;Bebida;Ancor;Jugo en Polvo Limonada;SOB (20 Gr);1,00;12,59;12,59
349;2020/03/18;3-2020;267153;COTO;Bebida;Ancor;Jugo en Polvo Manzana;SOB (20 Gr);1,00;12,59;12,59
350;2020/03/15;3-2020;;FIAMBRRERIA (Av JUJUY);Jamon;N/A;Natural Oferta;KG;0,52;280,00;144,20
351;2020/03/15;3-2020;;FIAMBRRERIA (Av JUJUY);Queso;N/A;Queso Amarillo Rebanado;KG;0,24;415,00;99,60
352;2020/03/15;3-2020;;FIAMBRRERIA (Av JUJUY);Queso;N/A;Queso Sardo Fresco;KG;0,72;450,00;324,00
353;2020/03/15;3-2020;;FIAMBRRERIA (Av JUJUY);Pollo;N/A;Suprema Pechuga;KG;1,21;220,00;266,20
354;2020/03/15;3-2020;268423;COTO;Pan;Lactal;Pan de Sandwiches;PAQ (560 Gr);1,00;124,00;124,00
355;2020/03/15;3-2020;257694;COTO;Dulce;Royal;Gelatina Frutilla;PAQ (40 Grm);1,00;45,00;45,00
356;2020/03/15;3-2020;49433;COTO;Levadura;Leval;Levadura Seca Instantania;PAQ (20 Grm);1,00;33,50;33,50
357;2020/03/15;3-2020;479460;COTO;Hisopos;N/A;Hisopos de Algodón;PAQ (100 Und);1,00;54,00;54,00
358;2020/03/15;3-2020;136910;COTO;Galleta;Del Lago;Galletitas Crackers;PAQ;1,00;55,00;55,00
359;2020/03/15;3-2020;58916;COTO;Pan;Coto;Pan para Hamburguesas;PAQ (210 Gr);1,00;51,99;51,99
360;2020/03/15;3-2020;69556;COTO;Hongos;N/A;Hongos Portobel;KG;0,09;554,90;52,16
361;2020/03/15;3-2020;695;COTO;Vegetales;N/A;Papa;KG;1,47;69,00;101,57
362;2020/03/15;3-2020;212047;COTO;Manteca;Tonadita;Manteca Tonadita Pan;1 PAQ (100 Gr);1,00;52,79;52,79
363;2020/03/15;3-2020;251877;COTO;Harina;Pureza;Harina Trigo 000;PAQ;2,00;46,00;92,00
364;2020/03/15;3-2020;129758;COTO;Salsa;Del Lago;Pure Tomate;PAQ (520 Gr);2,00;40,00;80,00
365;2020/03/15;3-2020;247356;COTO;Fideos;Guiseros;Fideos Guiseros;PAQ;2,00;36,37;72,74
366;2020/03/17;3-2020;;DIA;Galleta;Oreo;Galleta Oreo;PAQ (117 Gr);1,00;39,00;39,00
367;2020/03/17;3-2020;;DIA;Harina;DIA;Trigo Leudante;PAQ (1 kg);1,00;55,00;55,00
368;2020/03/17;3-2020;;DIA;Salsa;DIA;Pure Tomate;PAQ (520 Grm);2,00;32,00;64,00
369;2020/03/17;3-2020;;DIA;Dulce;DIA;Dulce de Leche;1 UND (400 Gr);1,00;70,00;70,00
370;2020/03/17;3-2020;;DIA;Dulce;Cuquets;Bizcochuelo de Chocolate;1 PAQ (480 Gr);1,00;63,59;63,59
371;2020/03/17;3-2020;;DIA;Fideos;DIA;Fideos Mostachol Dia;PAQ (500 Gr);1,00;44,49;44,49
372;2020/03/17;3-2020;;DIA;Salchicha;Chacra Nuestra;Salchichas Super Largas;1 PAQ (445 Gr);1,00;85,00;85,00
373;2020/03/17;3-2020;;DIA;Azucar;DIA;Azucar Plus;PAQ (1 Kg);1,00;55,49;55,49
374;2020/03/17;3-2020;;DIA;Sal;DIA;Sal Fina;PAQ (500 Gr);1,00;17,49;17,49
375;2020/03/24;3-2020;;DIA;Salsa;DP Fanacoa;Salsa Ketchup;PAQ (250 Gr);1,00;48,00;48,00
376;2020/03/24;3-2020;;DIA;Salsa;Savora;Mostaza;PAQ (250 Gr);1,00;64,00;64,00
377;2020/03/24;3-2020;;DIA;Salsa;DP Fanacoa;Salsa Mayonesa;PAQ (237 Gr);1,00;37,00;37,00
378;2020/03/24;3-2020;;DIA;Harina;Pureza;Harina Trigo 000;PAQ;1,00;46,00;46,00
379;2020/03/24;3-2020;;DIA;Manteca;DIA;Manteca Cal. Extra Dia;PAQ;2,00;52,69;105,38
380;2020/03/24;3-2020;;DIA;Aceite;GiraSol;Aceite de Cocina;BOT (900 Ml);1,00;75,00;75,00
381;2020/03/24;3-2020;;DIA;Papel;DIA;Papel Higuienico Doble;PAQ (4 Roll);1,00;100,00;100,00
382;2020/03/24;3-2020;;DIA;Crema;Oral;Crema Dental;PAQ;1,00;141,00;141,00
383;2020/03/24;3-2020;;DIA;Bebida;DIA;En Polvo Nar-Ban RindX2;SOB (20 Gr);1,00;11,00;11,00
384;2020/03/24;3-2020;;DIA;Bebida;DIA;En Polco Anana;SOB (20 Gr);1,00;16,39;16,39
385;2020/03/24;3-2020;;DIA;Bebida;DIA;En Polvo Manzana RindX2;SOB (20 Gr);1,00;11,00;11,00
386;2020/03/24;3-2020;;DIA;Bebida;DIA;Choco Instant;1 PAQ (180 Gr);1,00;39,00;39,00
387;2020/03/29;3-2020;;DIA;Galleta;DIA;Galletas Dulces Sustidas;1 PAQ (400 Gr);1,00;27,00;27,00
388;2020/03/29;3-2020;;DIA;Harina;DIA;Trigo Leudante;PAQ (1 kg);1,00;52,00;52,00
389;2020/03/29;3-2020;;DIA;Levadura;Levex;Levadura instantánea;PAQ (20 Gr);3,00;37,00;111,00
390;2020/03/29;3-2020;;DIA;Salchicha;Swift;Salchichas Clasicas Swift;PAQ (450 Gr);1,00;158,00;158,00
391;2020/03/29;3-2020;;DIA;Azucar;Ledesma;Azucar;1 KG;1,00;56,00;56,00
392;2020/03/29;3-2020;695;COTO;Vegetales;N/A;Papa;KG;1,48;64,90;96,18
393;2020/03/29;3-2020;11584;COTO;Pollo;COTO;Pechuga Sin Piel;KG;2,25;220,00;495,88
394;2020/03/29;3-2020;602;COTO;Vegetales;N/A;Cebolla;KG;0,23;39,00;9,13
395;2020/03/29;3-2020;69557;COTO;Vegetales;N/A;Champignon Blanco;KG;0,11;520,00;57,20
396;2020/03/29;3-2020;671;COTO;Vegetales;N/A;Pimenton Rojo;KG;0,27;178,00;47,70
397;2020/03/29;3-2020;1914;COTO;Azucar;Dominobol;Azucar;PAQ;1,00;50,00;50,00
398;2020/03/29;3-2020;61002;COTO;Vegetales;N/A;Manzanas;KG;0,95;60,00;57,00
399;2020/03/29;3-2020;73161;COTO;Granos;N/A;Maiz;KG;0,64;95,00;60,80
400;2020/03/29;3-2020;177747;COTO;Bebida;La Serenisimae;Leche de Polvo;PAQ;1,00;173,00;173,00
401;2020/03/29;3-2020;257694;COTO;Dulce;Royal;Gelatina Frutilla;PAQ (40 Grm);1,00;45,00;45,00
402;2020/03/29;3-2020;24676;COTO;Dulce;Royal;Flan en Polvo;PAQ (16 Grm);1,00;29,00;29,00
403;2020/03/29;3-2020;257649;COTO;Dulce;Royal;Gelatina Cereza;PAQ (40 Grm);1,00;44,00;44,00
404;2020/03/29;3-2020;267241;COTO;Bebida;Arcor;Jugo Naranja-Durazno;PAQ (20 Grm);1,00;12,59;12,59
405;2020/03/29;3-2020;269679;COTO;Bebida;Ancor;Jugo en Polvo Anana;SOB (20 Gr);1,00;12,59;12,59
406;2020/03/29;3-2020;267862;COTO;Papel;Felpita;Servilletas;PAQ (40 Und);1,00;43,99;43,99
407;2020/03/29;3-2020;231222;COTO;Bebida;Morenita;Café Clasico;1 PAQ (250 Gr);1,00;115,00;115,00
408;2020/03/29;3-2020;136910;COTO;Galleta;Del Lago;Galletitas Crackers;PAQ;1,00;55,00;55,00
409;2020/03/29;3-2020;253695;COTO;Harina;Pureza;Harina Ultra Refinada;PAQ (1 kg);2,00;65,26;130,52
410;2020/03/29;3-2020;457065;COTO;Salsa;Coto;Pure Tomate;PAQ (520 Gr);2,00;48,49;96,98
411;2020/03/29;3-2020;287474;COTO;Jabon;Campo Verdes;Jabon de Manos;PAQ (120 Gr);2,00;33,00;66,00
412;2020/03/29;3-2020;292919;COTO;Toalla;Always;Toallas Femeninas;PAQ (16 Und);1,00;100,00;100,00
413;2020/03/29;3-2020;257282;COTO;Salsa;DP Fanacoa;Salsa Mayonesa;PAQ (237 Gr);1,00;36,00;36,00
414;2020/03/29;3-2020;484576;COTO;Aceite;GiraSol;Aceite de Cocina;BOT (900 Ml);1,00;75,00;75,00
415;2020/03/29;3-2020;5933;COTO;Vinagre;Menoyo;Vinagre;500 Cm;1,00;41,00;41,00
416;2020/03/23;3-2020;;FIAMBRRERIA (Av JUJUY);Pollo;N/A;Suprema Pechuga;KG;2,04;225,00;457,88
417;2020/03/29;3-2020;;FIAMBRRERIA (Av JUJUY);Pollo;N/A;Suprema Pechuga;KG;1,23;240,00;294,00
418;2020/03/29;3-2020;;FIAMBRRERIA (Av JUJUY);Jamon;N/A;Natural Oferta;KG;0,52;300,00;156,00
419;2020/03/29;3-2020;;FIAMBRRERIA (Av JUJUY);Queso;N/A;Mozzarela Oferta;KG;0,64;420,00;266,70
